id,name,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month
20017925,Modern Loft in Downtown San Diego W/Balcony-View,99%,f,t,East Village,91913,f,Loft,Entire home/apt,3,1,0,2,,$110.00 ,138,52,92,4.63
20018006,"Spacious 2 BDR, 1 BA Suite near SDSU + attractions",100%,t,t,El Cerrito,92115,t,House,Private room,4,1,2,2,,$100.00 ,27,2,99,0.9
20018390,Cozy little cute detached/private room (10x8) w AC,90%,f,t,Clairemont Mesa East,92111,f,Guest suite,Private room,1,1,1,1,,$45.00 ,33,33,90,3.31
20029590,"Great location, 15 min walk from the beach!",N/A,f,f,Pacific Beach,92109,t,Apartment,Private room,2,1,1,1,,$60.00 ,1,0,100,0.03
20032284,Private studio room in Hillcrest,100%,f,f,Hillcrest,92103,t,Boutique hotel,Private room,1,1,0,1,,$47.00 ,4,1,95,0.14
20034745,SERENITY IN SAN DIEGO,100%,t,f,Paradise Hills,92139,t,Apartment,Private room,2,1,1,1,,$100.00 ,47,21,98,1.79
20034931,Room for rent,N/A,f,f,,91913,t,House,Private room,1,1,1,1,,$80.00 ,0,0,,
20035089,Pretty Peaceful and Sunny San Diego Digs,N/A,f,t,Sabre Springs,92128,t,Condominium,Entire home/apt,4,2,2,2,,$66.00 ,10,1,92,0.35
20035250,Big Summer Ready 1bedroom 1bath Apt,N/A,f,t,Lake Murray,92119,f,Apartment,Entire home/apt,3,1,1,1,,$100.00 ,4,0,80,0.13
20035265,*Charming Studio* Central to Everything!,100%,t,f,North Park,92104,t,Guest suite,Entire home/apt,2,1,0,1,,$89.00 ,166,60,100,5.57
20046663,Sonder | Pinnacle on the Park | Cozy 1BR + Balcony,98%,f,f,East Village,92101,t,Apartment,Entire home/apt,2,1,1,1,,$115.00 ,60,33,95,2.02
20047586,Sonder | Pinnacle on the Park | Stunning 2BR + Gym,98%,f,f,East Village,92101,t,Apartment,Entire home/apt,4,2,2,2,,$174.00 ,24,9,89,0.8
20051206,Domio | Balboa Park | Amazing 2BR | Beautiful Garden/Patio,100%,f,f,Hillcrest,92103,t,Apartment,Entire home/apt,3,1,2,2,,$79.00 ,68,21,95,2.28
20051529,Domio | Little Italy | Charming Studio | Patio,100%,f,f,Little Italy,92101,t,Apartment,Entire home/apt,4,1,0,1,,$79.00 ,126,36,95,4.29
20053181,Great Studio with Amenities and Location!,88%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,3,1,1,1,,$150.00 ,36,13,93,1.27
20056793,Beautiful private bedroom/bathroom - gated,N/A,t,t,Carmel Mountain,92128,f,Condominium,Private room,1,1,1,1,,$41.00 ,15,10,97,0.53
20057714,Remodeled Modern Condo near Downtown San Diego,100%,t,t,Hillcrest,92103,t,Apartment,Entire home/apt,4,1,2,2,,$135.00 ,16,0,96,0.7
20066487,Sonder | Pinnacle on the Park | Calming 2BR + Pool,98%,f,f,East Village,92101,t,Apartment,Entire home/apt,4,2,2,2,,$147.00 ,64,40,95,2.13
20067659,Captivating Loft in the Heart Of Little Italy!!,97%,t,f,Little Italy,92101,t,Loft,Entire home/apt,6,1,1,2,,$199.00 ,86,34,96,2.94
20069844,Spacious family home with huge yard!,N/A,f,f,Ridgeview/Webster,92105,t,House,Entire home/apt,6,1,3,3,,$200.00 ,4,1,95,0.14
20070312,Pacific Beach House w/Rooftop Deck - Walk to Beach,94%,f,f,Pacific Beach,92109,f,House,Entire home/apt,8,3,4,5,,$861.00 ,11,8,89,0.38
20070520,"☮️ Private Room: Mindfulness, Backyard, Trees! ☮️",N/A,f,f,Linda Vista,92111,t,House,Private room,1,1,1,1,,$24.00 ,3,0,100,0.11
20072738,3BR Condo La Jolla Shores San Diego 2 Parking,N/A,f,f,La Jolla,92037,t,Condominium,Entire home/apt,7,2,3,4,,$500.00 ,37,5,98,1.26
20073403,GORGEOUS OCEANFRONT CORNER SUITE Capri By The Sea,100%,f,f,Pacific Beach,92109,t,Condominium,Entire home/apt,6,2,2,3,,$295.00 ,39,16,94,1.33
20082784,"Spacious family home w/fun arcade-style games for all ages, gas grill & gazebo!",99%,f,f,,92154,f,House,Entire home/apt,10,3,5,5,,$208.00 ,17,8,99,0.63
20085436,"Coastal California Craftsman, Walk to Beach",100%,t,f,Ocean Beach,92107,t,House,Entire home/apt,4,1,2,2,,$250.00 ,104,47,99,3.62
20085739,Bayview guest house,100%,f,t,Bay Park,92117,t,Guesthouse,Entire home/apt,2,1,0,2,,$100.00 ,7,0,100,0.27
20088736,Ocean View + Steps to sand in North Pacific Beach,100%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,2,2,,$130.00 ,0,0,,
20088877,Ocean View Paradise II,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,10,2.5,3,5,,$350.00 ,42,21,91,1.41
20089241,Modern Downtown Condos 1BR/1BA 2,99%,f,t,East Village,92101,t,Apartment,Entire home/apt,3,1,1,1,600,$150.00 ,13,3,92,0.45
20090192,Mission Point View #11,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,3,,$150.00 ,42,27,97,1.5
20090806,Sonder | Pinnacle on the Park | Sunny 2BR + Pool,98%,f,f,East Village,92101,t,Apartment,Entire home/apt,4,2,2,2,,$171.00 ,62,23,91,2.14
20091308,Downtown Victorian #220 (upstairs w/ balcony)!,100%,f,f,Core-Columbia,92101,t,Apartment,Entire home/apt,5,2,2,2,,$130.00 ,98,43,97,3.49
20092148,King size bed in private guesthouse/granny flat,100%,f,f,Shelltown,92113,f,Guest suite,Entire home/apt,2,1,1,1,,$89.00 ,53,19,91,1.77
20094356,"Next to ocean with view, huge apartment",N/A,f,f,La Jolla,92037,t,Apartment,Private room,2,1,1,1,,$100.00 ,0,0,,
20096522,"Townhome newly remodeled, Min 30 days rental",100%,f,t,La Jolla,92037,t,Condominium,Entire home/apt,6,2.5,3,3,,$225.00 ,4,0,100,0.14
20112212,Feel at Home Away From Home in Normal Heights!,70%,t,f,North Park,92116,t,Apartment,Private room,2,1,1,1,,$36.00 ,113,39,98,4.12
20119084,Peace At The Beach :),N/A,t,f,Mission Beach,92109,t,Apartment,Entire home/apt,6,2,2,4,,$200.00 ,7,3,91,0.24
20120235,Charming home is central San Diego,N/A,f,f,Bay Park,92110,t,House,Entire home/apt,5,1,3,3,,$215.00 ,36,0,93,1.23
20120289,AXOU,100%,t,f,La Jolla,92037,t,House,Private room,1,1,1,1,,$150.00 ,9,3,100,0.32
20123678,Storybook house private back studio,100%,t,f,Cherokee Point,92104,f,Guesthouse,Entire home/apt,4,1,1,2,,$80.00 ,128,57,99,4.37
20125031,★☆ 41' YACHT marina w/pool+hottub+gym+firepit+prkg,N/A,f,t,Midway District,92101,t,Boat,Entire home/apt,4,2,2,4,,$180.00 ,15,1,99,0.53
20125872,CITY HEIGHTS SQUARE space recommended for Airbnb,N/A,f,f,Teralta West,92105,t,Serviced apartment,Private room,1,1.5,1,2,,$100.00 ,3,0,100,0.1
20127521,温馨的小屋,N/A,f,f,Clairemont Mesa East,92111,f,Guest suite,Private room,2,1,1,1,,$35.00 ,13,0,92,0.43
20136437,Mission Beach beauty right off Sail Bay!,100%,t,f,Mission Beach,92109,t,Apartment,Entire home/apt,2,1,1,1,,$165.00 ,1,0,80,0.04
20136538,"Master bedroom, king bed, private bath. North Park",100%,t,t,North Park,92104,f,House,Private room,2,1,1,1,,$88.00 ,95,57,97,4.7
20146345,Luxurious Balboa Park Condo - 1bed Hotel unit,100%,t,f,East Village,92101,t,Serviced apartment,Entire home/apt,4,1,1,2,,$110.00 ,3,1,100,0.11
20146691,Luxurious Balboa Park Studio Hotel,100%,t,f,East Village,92101,t,Serviced apartment,Entire home/apt,3,1,0,2,,$95.00 ,1,0,100,0.03
20147103,Studio Hotel Less Desirable Location - Balboa Park,100%,t,f,East Village,92101,t,Serviced apartment,Entire home/apt,3,1,0,2,,$95.00 ,1,0,80,0.07
20147267,Cozy Vintage Craftsman House in Central SD,100%,f,t,University Heights,92116,t,House,Entire home/apt,8,2,2,2,,$125.00 ,130,53,94,4.39
20147344,Studio Hotel - Special Needs - Balboa Park,100%,t,f,East Village,92101,t,Serviced apartment,Entire home/apt,3,1,0,2,,$95.00 ,5,0,100,0.17
20149492,South Mission Beach Ocean view luxury 3 bd 3 bth,100%,t,f,Mission Beach,92109,t,House,Entire home/apt,7,3,3,3,,$375.00 ,67,25,100,2.27
20150915,10 minutes from Comic-Con. 1 block to the beach!,N/A,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,2,1,0,1,,$125.00 ,18,2,90,0.61
20153539,Better than a Hotel Room!!!,N/A,f,t,Mira Mesa,92126,f,House,Private room,3,1,1,1,,$120.00 ,7,7,97,0.89
20168590,Best value for family stay,N/A,f,f,Mira Mesa,92126,t,Apartment,Entire home/apt,4,2,2,2,,$95.00 ,4,0,90,0.13
20168630,Spacious House/Sleeps6-w/Parking-5min to Sea World,100%,f,t,Morena,92110,t,House,Entire home/apt,6,2,2,3,,$150.00 ,52,42,92,1.81
20171157,Downtown(east village/gaslamp) One bedroom rooftop,N/A,f,f,East Village,92101,t,Apartment,Entire home/apt,6,1,1,2,,$145.00 ,1,0,80,0.03
20173685,Beautiful Apartment with Amenities and Location,88%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,2,,$165.00 ,8,2,100,0.34
20174333,Vintage Nook in a Peaceful Garden,70%,t,t,North Park,92104,f,Camper/RV,Private room,2,1.5,0,1,,$35.00 ,77,63,98,5.07
20190060,Spacious one bedroom in the heart of Pacific Beach,N/A,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$109.00 ,2,0,90,0.07
20190638,Beautiful and Spacious Ocean View La  Jolla Villa,100%,f,t,La Jolla,92037,t,Villa,Entire home/apt,5,1,2,3,,$437.00 ,32,14,97,1.08
20191471,Mission Beach 3BR - Steps to Beach and Bay,100%,f,f,Mission Beach,92109,t,Townhouse,Entire home/apt,10,3,3,3,,$350.00 ,22,9,96,0.75
20193580,Room w/ Private Bathroom Available,100%,f,f,Carmel Valley,92130,t,Condominium,Private room,2,1,1,1,,$45.00 ,123,23,93,4.12
20196101,*COZY Room at NOVAgarden w/free ORGANIC breakfast,100%,t,t,Mira Mesa,92126,t,House,Private room,2,1,1,1,,$50.00 ,54,34,98,3.13
20196520,2 Bedroom Apt in Hillcrest/North Park w/parking,100%,f,f,University Heights,92103,t,Apartment,Entire home/apt,6,1,2,2,,$90.00 ,211,77,95,7.1
20202436,2BR w/Mission Valley & Ocean Views,100%,f,f,University Heights,92116,f,House,Entire home/apt,4,1,2,3,,$94.00 ,24,11,97,0.58
20202448,Urban Luxury w/SD Marina Views- Near Gaslamp & Zoo,100%,f,f,Midtown,92103,f,Condominium,Entire home/apt,6,1.5,2,3,,$105.00 ,27,12,91,0.68
20202458,Mission Beach Condo w/Bayside Views,100%,f,f,Mission Beach,92109,f,Condominium,Entire home/apt,7,2,2,3,,$130.00 ,10,7,88,0.29
20202460,Marina-View Penthouse - 8 Minutes to Gaslamp & Zoo,100%,f,f,Midtown,92103,f,Condominium,Entire home/apt,4,1,2,3,,$115.00 ,20,9,93,0.47
20202461,"Marina Sunset in Mission Hills, Walk to Gaslamp & Zoo",100%,f,f,Midtown,92103,f,Condominium,Entire home/apt,4,1.5,2,2,,$79.00 ,36,15,93,0.9
20204498,Remodeled La Jolla Cove Cottage,50%,t,f,La Jolla,92037,t,Guesthouse,Shared room,2,1,1,1,,$200.00 ,3,0,93,0.1
20208777,A+ 2 queen beds! Steps to Bay&Beach! New remodel!!,100%,f,f,Mission Beach,92109,f,House,Entire home/apt,4,1,1,2,,$140.00 ,185,73,95,6.22
20209545,"Charming 1BR in University Heights, San Diego",88%,f,f,University Heights,92116,t,Apartment,Entire home/apt,3,1,1,2,,$145.00 ,0,0,,
20211999,Fashion valley/Sea World/ SD zoo vacation home,100%,f,f,Clairemont Mesa East,92111,t,Bungalow,Entire home/apt,8,2,3,5,,$129.00 ,171,70,96,5.84
20212201,Furnished Rental in South Mission Beach Awesome Lo,63%,f,f,Mission Beach,92109,t,Condominium,Entire home/apt,8,2.5,2,5,,$900.00 ,0,0,,
20212753,Summer in San Diego!,100%,t,t,Linda Vista,92111,t,House,Entire home/apt,12,1,1,2,,$600.00 ,8,2,100,0.31
20213638,True ❤️ blue Penthouse suite steps to beach! ❤️,100%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,2,,$149.00 ,128,55,94,4.32
20214410,+FURNISHED PRIVATE BEDROOM IN PB #I,78%,f,t,Pacific Beach,92109,t,Apartment,Private room,2,1.5,2,2,,$40.00 ,4,0,100,0.16
20214583,+FURNISHED PRIVATE BEDROOM IN PB #II,78%,f,t,Pacific Beach,92109,t,Apartment,Private room,1,1,2,2,,$40.00 ,1,0,60,0.04
20216801,Coastal Cottage with Farmhouse Style,93%,f,f,Point Loma Heights,92107,t,Guesthouse,Entire home/apt,4,1,1,2,,$115.00 ,182,68,93,6.16
20217231,3BR San Diego Home in Pacific Beach w/Ocean Views!,94%,f,f,Pacific Beach,92109,f,House,Entire home/apt,6,3,3,4,,$471.00 ,8,3,96,0.29
20217267,Spacious 1BR +Loft San Diego Rowhome Near Gaslamp!,94%,f,f,East Village,92101,f,Townhouse,Entire home/apt,8,3,2,5,,$751.00 ,18,11,98,0.64
20226564,La Jolla Wind n Sea 2 bedroom beach cottage/condo,N/A,f,t,La Jolla,92037,f,Condominium,Entire home/apt,3,1,2,2,,$168.00 ,7,0,93,0.23
20232388,Domio | Little Italy | Beautiful 2BR | High Ceilings,100%,f,f,Little Italy,92101,t,Townhouse,Entire home/apt,5,2.5,2,2,,$229.00 ,112,37,96,3.83
20233440,Private 1BR in Spacious Townhome LGBT+ 420+ Pets+,100%,t,f,Mountain View,92113,t,Townhouse,Private room,4,1.5,1,1,,$45.00 ,72,23,97,2.42
20235126,Luxury Condo with Views and Rooftop Hot Tub,97%,f,t,East Village,92101,t,Apartment,Entire home/apt,4,1,2,2,,$119.00 ,4,2,100,0.22
20235803,"Cheap, Clean, and Quiet Condo!",N/A,f,t,,91915,t,Condominium,Private room,2,1,1,1,,$75.00 ,5,0,96,0.17
20236316,Poolside Perfect near San Diego's Attractions,100%,f,t,North Park,92104,t,House,Entire home/apt,8,2,3,4,,$290.00 ,27,11,96,0.91
20249498,La Jolla Holiday-Walk to Windansea-San Diego's Best Beach,100%,t,f,La Jolla,92037,t,Townhouse,Entire home/apt,12,3,3,4,,$359.00 ,40,16,98,1.48
20252900,Mission Hills Casita With Views!,100%,t,f,Mission Hill,92103,t,Cottage,Entire home/apt,4,1,1,2,,$96.00 ,201,85,98,6.77
20253493,Solano's Guesthouse,100%,t,f,,91910,t,Guest suite,Entire home/apt,3,1,1,1,,$95.00 ,45,34,97,1.54
20253678,San Diego UTC Nobel La Jolla Premium,90%,f,f,University City,92122,t,Condominium,Entire home/apt,6,2,2,3,,$300.00 ,0,0,,
20253684,UTC La Jolla Private Room with 2 beds,90%,f,f,University City,92122,t,Condominium,Private room,4,1,1,2,,$100.00 ,0,0,,
20255862,"4 Bdr Getaway near Gaslamp, Zoo & Coronado",100%,f,t,Stockton,92102,t,House,Entire home/apt,9,2,4,4,,$175.00 ,103,32,93,3.54
20255944,"In Chula Vista, awesome Entire Apt for traveler.",N/A,f,f,,92154,t,Apartment,Entire home/apt,5,2,2,1,,$120.00 ,2,0,80,0.07
20256397,Bright Modern Room in Renovated University Heights Home,100%,t,t,University Heights,92116,t,House,Private room,4,1,1,1,,$65.00 ,80,36,100,3.44
20257288,"Gorgeous Beach vibe, 5 star setting UCSD, LaJolla!",97%,f,t,University City,,f,Apartment,Entire home/apt,6,2,2,4,,$220.00 ,2,2,100,0.44
20257772,"Great area! UCSD, walk to shops and stores!",97%,f,t,University City,92122,f,Apartment,Entire home/apt,6,2,2,4,,$225.00 ,36,5,97,1.21
20257937,Mission Beach Condo On The Ocean,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$280.00 ,18,9,99,0.61
20263295,Golden Hill Bungalow - Near Downtown San Diego,100%,t,f,Golden Hill,92102,t,Bungalow,Entire home/apt,5,1,2,4,,$199.00 ,97,27,91,3.29
20265374,La Jolla Cottage by the beach,100%,f,f,Pacific Beach,92109,f,Cottage,Private room,3,1,1,2,,$79.00 ,184,95,94,6.28
20266459,"Light, Bright, and Breezy Home near Downtown",100%,t,t,University Heights,92116,t,Apartment,Entire home/apt,2,1,1,1,,$99.00 ,20,11,95,0.71
20267496,Quiet Canyon Getaway,100%,t,t,North Clairemont,92117,t,House,Private room,2,1,1,0,,$42.00 ,178,64,98,6.03
20271425,North Pacific Beach Airstream Surf Cottage,N/A,f,f,Pacific Beach,92109,f,Camper/RV,Entire home/apt,2,1,1,2,,$79.00 ,94,0,100,3.26
20278402,★ 5BR Home Base Loft ★ by Good Life Resorts,99%,t,t,Stockton,92102,f,House,Entire home/apt,16,3,5,10,,$465.00 ,58,32,96,2.11
20279477,#204 Downtown studio at 830 Park,100%,t,f,East Village,92101,t,Apartment,Entire home/apt,2,1,0,1,,$68.00 ,130,59,96,4.48
20282054,Bright comfortable condo!,N/A,t,f,North Park,92104,t,Condominium,Private room,3,1,1,1,,$99.00 ,2,0,100,0.07
20283334,Crimson Room@ Ty's w pool,100%,t,t,Jamacha Lomita,92114,t,House,Private room,2,3,1,2,,$40.00 ,74,16,99,2.5
20286862,Seaside Ocean Beach Bungalow Getaway,100%,f,f,Ocean Beach,,f,Apartment,Entire home/apt,2,1,1,1,,$120.00 ,27,7,99,0.92
20304369,Mission Beach Bayfront Suite :),N/A,t,f,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,2,3,,$159.00 ,3,0,67,0.1
20307051,San Diego Kaaboo Festival,90%,f,f,Park West,92103,t,Condominium,Entire home/apt,10,1,2,4,,$250.00 ,3,1,100,0.11
20308093,Kids Paradise upscale sunset/Pool/AC (family only),100%,t,f,Rancho Encantada,92131,f,House,Entire home/apt,7,2,3,8,,$350.00 ,74,31,100,2.49
20309311,"Jalmas in San Diego, California- close to all",100%,f,f,Valencia Park,92114,t,House,Private room,2,1,1,1,,$37.00 ,158,28,97,6.35
20310162,Classic Family Beach Bungalow-close to beach!,N/A,f,f,Point Loma Heights,92107,t,House,Entire home/apt,6,2,3,2,,$140.00 ,4,0,80,0.14
20310198,The Hinterhaus,100%,f,t,Redwood Village/Rolando Park,92115,t,Guesthouse,Entire home/apt,2,1,1,1,,$70.00 ,6,6,100,1.55
20311199,2BR Luxury Family Condo in La Jolla,100%,f,t,La Jolla,92037,t,Condominium,Entire home/apt,4,1,2,3,,$125.00 ,1,1,100,0.28
20321405,Cozy Beach Bungalow at Famous Windansea Beach,N/A,f,f,La Jolla,92037,t,Apartment,Entire home/apt,2,1,1,1,,$108.00 ,3,0,87,0.1
20327969,Boho Banker's Hill Apt,N/A,f,t,Park West,92101,t,Apartment,Entire home/apt,2,1,1,1,,$295.00 ,0,0,,
20328473,Domio | Point Loma | Upscale 3BR | BBQ Grill/Patio,100%,f,f,La Playa,92106,t,Apartment,Entire home/apt,6,2,3,3,,$169.00 ,82,29,92,2.79
20329937,Homey Condo blocks from downtown San Diego,N/A,f,f,Golden Hill,92102,f,Condominium,Entire home/apt,2,2,2,2,,$37.00 ,1,1,100,0.1
20331650,Condo next to UTC mall in La Jolla,100%,t,t,University City,92122,t,Condominium,Entire home/apt,6,2,2,3,,$135.00 ,14,2,99,0.47
20333559,36th Floor Luxury 2 Bedroom Apt - East Village,N/A,f,f,East Village,92101,t,Apartment,Entire home/apt,4,2,2,2,,$125.00 ,0,0,,
20355320,NEW Ocean View Apt. 2 BDRM/1 BTH Sleeps 8,100%,t,t,Ocean Beach,92107,t,Apartment,Entire home/apt,8,1,2,4,,$179.00 ,96,44,98,3.33
20356057,Shared Townhouse in Sunset Cliffs w/ Ocean View,100%,t,f,Ocean Beach,92107,t,Townhouse,Private room,5,2,1,1,,$70.00 ,80,42,97,2.73
20356953,Close to the beach and Downtown (Queen size bed),100%,t,f,Clairemont Mesa East,92111,t,House,Private room,2,1,1,1,,$72.00 ,1,0,100,0.04
20359232,Cute 1 bedroom Apartment in Point Loma,N/A,f,t,Roseville/Fleet Ridge,92106,t,Apartment,Entire home/apt,2,1,1,1,,$110.00 ,16,2,99,0.55
20362541,Serene Bayside Retreat in Central San Diego,100%,t,f,La Playa,92106,t,Condominium,Entire home/apt,4,1,2,2,,$120.00 ,33,18,96,1.15
20363797,Beautiful Remodeled! Bay Side Condo,100%,t,f,Mission Beach,92109,t,Apartment,Entire home/apt,3,1,1,1,,$175.00 ,83,47,97,3.88
20364862,"Upscale apartment, Heart of UTC/La Jolla,Near UCSD",N/A,f,f,University City,92122,t,Condominium,Private room,1,1,1,1,,$69.00 ,0,0,,
20365471,近UCSD 安全/安静好住所,100%,t,t,La Jolla,92037,f,Townhouse,Private room,1,1,1,1,,$68.00 ,55,20,100,1.88
20365878,Master Bedroom in Heart of San Diego,100%,f,t,Castle,92105,f,House,Private room,3,1,1,1,,$52.00 ,43,4,97,1.49
20390542,San Diego House w/ View-Walk to Bay & Attractions!,94%,f,f,Roseville/Fleet Ridge,92106,f,House,Entire home/apt,7,3,3,4,,$413.00 ,10,2,88,0.37
20390547,Sleek Downtown San Diego Home-Walk to Balboa Park!,94%,f,f,Park West,92101,f,House,Entire home/apt,8,4,3,4,,$854.00 ,7,2,97,0.26
20390550,Beachfront San Diego Condo w/Patio on the Bay!,94%,f,f,Mission Beach,92109,f,Condominium,Entire home/apt,7,2,3,3,,$579.00 ,0,0,,
20390625,OCEANFRONT | ON THE BOARDWALK | Luxury Family Beach Condo!,97%,t,t,Mission Beach,92109,f,Condominium,Entire home/apt,6,3,2,5,,$675.00 ,7,4,100,0.32
20390781,Stay 2 blks from the beach in private OB cottage!,100%,t,f,Ocean Beach,92107,t,Cottage,Entire home/apt,5,1,2,3,,$198.00 ,43,24,99,1.53
20391025," LUXURY BAYFRONT HOME  South Mission Beach, 5 bed/3 bath",97%,t,t,Mission Beach,92109,f,Apartment,Entire home/apt,14,3,5,7,,$30.00 ,0,0,,
20391028,"UPGRADED | CENTRAL AC | Cape Cod Family Beach Home, BBQ, Roof Deck!",97%,t,t,Mission Beach,92109,f,House,Entire home/apt,16,4.5,6,6,,"$1,190.00 ",1,1,100,0.37
20391034,"Modern OCEANFRONT 5BR Beach Condo, Panoramic Ocean Views w/ BBQ",97%,t,t,Mission Beach,92109,f,Apartment,Entire home/apt,14,5,5,6,,"$1,725.00 ",1,0,100,0.05
20400233,Master in teal @Ty's w pool.,100%,t,t,Jamacha Lomita,92114,t,House,Private room,4,3,1,3,,$72.00 ,128,81,97,4.58
20407044,San Diego’s Home Sweet Home,92%,t,f,Rancho Penasquitos,92129,f,House,Private room,1,1,1,1,,$45.00 ,7,2,100,0.29
20409549,Beachfront Home. Park & Ocean View. Steps to sand,100%,t,t,La Jolla,92037,t,House,Entire home/apt,10,2,4,4,,$620.00 ,25,14,95,1.05
20413018,Modern Luxury in College Area,100%,t,t,College East,92115,t,Apartment,Entire home/apt,6,1,1,1,,$75.00 ,192,72,98,6.56
20413710,Fig Tree Cottage,100%,t,f,Scripps Ranch,92124,f,Guesthouse,Entire home/apt,4,1,1,1,,$95.00 ,57,18,99,1.96
20414416,Coastal Panorama - 4 bedroom with excellent views,97%,f,t,Pacific Beach,92109,f,House,Entire home/apt,10,2,4,5,,$547.00 ,8,5,93,0.31
20422881,Perfect Location - San Diego - Downtown,N/A,t,f,Cortez,92101,f,Apartment,Private room,2,1,1,1,,$100.00 ,13,7,100,0.56
20423504,South Mission Beach - Sandy Feet Retreat.,100%,t,f,Mission Beach,92109,t,Townhouse,Entire home/apt,8,2.5,3,3,,$285.00 ,42,18,100,1.61
20423608,Spacious House with View in Central Location,N/A,f,t,Bay Park,92117,t,House,Entire home/apt,7,3.5,4,4,,$349.00 ,0,0,,
20425792,Awesome Townhome Steps from Mission Bay Park/Beach,N/A,f,f,Pacific Beach,92109,t,Townhouse,Entire home/apt,6,3,3,3,,$324.00 ,11,3,94,0.49
20427007,1400sqf 3bd 2bath 2cars Condo,98%,t,f,,91913,f,Apartment,Entire home/apt,9,2,3,5,,$120.00 ,160,63,98,5.5
20437139,Vacation Get Away in San Diego!,100%,f,t,,92154,t,House,Entire home/apt,15,2,3,4,,$150.00 ,45,21,94,1.59
20438667,Private Two Bedroom La Jolla Condo,N/A,f,f,La Jolla,92037,t,Condominium,Entire home/apt,4,2,2,3,,$40.00 ,20,8,86,0.68
20441688,Our Garden Cottage: A home away from home.,100%,t,f,Oak Park,92105,f,Guesthouse,Entire home/apt,2,1,1,1,,$85.00 ,155,63,100,5.47
20449033,"Modern, renovated guest studio in North Park",100%,t,t,North Park,92116,t,Guest suite,Entire home/apt,2,1,0,1,,$99.00 ,53,17,99,1.88
20455265,"QUIET, COZY Room in Carmel Valley. Close to UCSD",50%,f,f,Carmel Valley,92130,t,Townhouse,Private room,1,1,1,1,,$41.00 ,2,0,100,0.1
20458407,Serene 'Beachy' Getaway (Free Bikes),100%,t,f,Pacific Beach,92109,f,Bungalow,Entire home/apt,2,1,1,1,,$150.00 ,0,0,,
20460609,Private Entrance to Private Suite with Kitchenette,100%,t,t,College West,92115,t,Guest suite,Entire home/apt,2,1,1,1,,$55.00 ,165,55,97,5.63
20470178,Villa Bermuda Beach,100%,t,f,Ocean Beach,92107,f,Villa,Entire home/apt,6,2,3,3,,"$1,650.00 ",1,1,100,0.25
20470654,La Jolla Scenic Retreat,100%,f,f,La Jolla,92037,f,Villa,Entire home/apt,10,3,4,4,,"$1,415.00 ",0,0,,
20470904,Coastal Captivation,100%,f,f,La Jolla,92037,f,Villa,Entire home/apt,8,3,3,3,,"$1,144.00 ",0,0,,
20473217,Ocean Front Estate,97%,f,t,Mission Beach,92109,t,Villa,Entire home/apt,20,7,8,11,,"$3,000.00 ",0,0,,
20473502,Villa on the Bay Estate - 6 Bedroom,97%,f,t,Mission Beach,92109,f,Villa,Entire home/apt,16,5.5,6,7,,"$3,025.00 ",0,0,,
20473503,Villa on the Bay Estate - 7 Bedroom,97%,f,t,Mission Beach,92109,f,Villa,Entire home/apt,20,6.5,7,8,,"$3,600.00 ",0,0,,
20476943,"25% OFF JAN - Ocean View Condo, Walk to Beach, Dining & Shops",100%,f,f,La Jolla,92037,f,Condominium,Entire home/apt,8,2,3,3,,$413.00 ,15,8,96,0.6
20476955,25% OFF JAN - Oceanfront w/ Amazing Views & Huge Outdoor Spaces,100%,f,f,La Jolla,92037,f,Condominium,Entire home/apt,6,1,2,3,,$318.00 ,13,5,72,0.45
20477736,The Pink Oasis- Spacious suite with a pool,100%,t,f,Clairemont Mesa East,92111,t,Guest suite,Private room,4,1,1,3,,$40.00 ,127,59,98,4.33
20479530,On the fence room @Tys w pool,100%,t,t,Jamacha Lomita,92114,t,House,Private room,4,3,1,2,,$45.00 ,69,4,99,2.4
20479617,Conveniently located room near Sea World & I-5!,N/A,f,t,Bay Park,92110,t,House,Private room,2,1.5,1,1,,$56.00 ,2,0,100,0.07
20481484,The Downtown Gaslamp Experience,100%,f,t,Gaslamp,92101,t,Condominium,Entire home/apt,6,2,2,2,,$0.00 ,7,6,100,0.39
20482427,San Diego Surf Shack #3 -1/2 Block to the Pacific!,100%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,2,1,0,1,,$87.00 ,150,65,93,5.24
20485276,Suite Amy,100%,t,t,Rancho Bernardo,92127,f,House,Private room,1,1,1,2,,$150.00 ,3,2,100,0.16
